user_id,date,morning_brush,afternoon_brush,night_brush,morning_floss,afternoon_floss,night_floss,morning_mouthwash,afternoon_mouthwash,night_mouthwash,total_brushes,total_floss,total_mouthwash,streak_days,score
13,2025-02-25,1,0,1,0,0,0,0,0,1,2,0,1,1,25
13,2025-02-24,1,1,1,1,1,1,1,1,1,3,3,3,2,58
13,2025-02-23,1,1,1,1,1,1,1,1,1,3,3,3,3,60
13,2025-02-22,1,1,1,1,1,1,1,1,1,3,3,3,4,62
13,2025-02-21,1,0,1,0,0,0,0,0,1,2,0,1,5,33
13,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,6,66
13,2025-02-19,1,0,1,0,0,1,0,0,0,2,1,0,7,39
13,2025-02-18,1,1,1,1,1,1,1,1,1,3,3,3,8,70
13,2025-02-17,1,1,1,1,1,1,1,1,1,3,3,3,9,72
13,2025-02-16,0,0,0,0,0,1,0,0,1,0,1,1,0,8
13,2025-02-15,1,1,1,1,0,0,0,0,0,3,1,0,1,37
13,2025-02-14,1,1,1,1,1,1,1,1,1,3,3,3,2,58
13,2025-02-13,1,1,1,1,1,1,1,1,1,3,3,3,3,60
13,2025-02-12,1,1,1,1,0,0,0,0,0,3,1,0,4,43
13,2025-02-11,1,1,1,0,0,1,0,0,0,3,1,0,5,45
13,2025-02-10,1,0,0,0,0,1,0,0,0,1,1,0,0,15
13,2025-02-09,1,0,0,0,0,0,0,0,0,1,0,0,0,10
14,2025-03-10,1,1,1,1,0,0,0,0,1,3,1,1,1,40
14,2025-03-09,1,1,0,0,0,1,1,0,0,2,1,1,2,32
14,2025-03-08,0,0,1,0,0,0,0,0,1,1,0,1,0,13
14,2025-03-07,0,0,0,0,0,0,0,0,1,0,0,1,0,3
14,2025-03-06,1,1,1,0,0,0,0,0,1,3,0,1,1,35
14,2025-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2025-03-04,1,0,1,0,1,1,0,0,0,2,2,0,1,32
14,2025-03-03,1,0,1,1,0,1,1,0,0,2,2,1,2,37
14,2025-03-02,1,1,1,1,1,1,1,1,1,3,3,3,3,60
14,2025-03-01,1,1,1,1,0,1,1,0,1,3,2,2,4,54
14,2025-02-28,1,1,1,1,1,1,1,1,1,3,3,3,5,64
14,2025-02-27,1,1,1,1,0,0,1,0,0,3,1,1,6,50
14,2025-02-26,0,1,0,0,1,0,0,0,0,1,1,0,0,15
14,2025-02-25,1,0,1,0,0,0,0,0,1,2,0,1,1,25
14,2025-02-24,0,0,0,0,0,0,1,0,0,0,0,1,0,3
14,2025-02-23,0,0,1,0,0,1,0,0,1,1,1,1,0,18
14,2025-02-22,1,1,1,1,1,1,0,1,1,3,3,2,1,53
14,2025-02-21,1,0,1,0,0,1,0,1,1,2,1,2,2,35
14,2025-02-20,0,0,1,0,0,1,0,0,0,1,1,0,0,15
14,2025-02-19,1,1,1,1,1,1,1,1,1,3,3,3,1,56
14,2025-02-18,1,0,1,0,0,1,0,0,1,2,1,1,2,32
14,2025-02-17,1,1,1,0,0,0,1,0,0,3,0,1,3,39
14,2025-02-16,1,1,1,1,1,1,1,1,1,3,3,3,4,62
14,2025-02-15,1,0,1,0,0,1,0,0,1,2,1,1,5,38
14,2025-02-14,1,0,0,0,0,0,0,0,0,1,0,0,0,10
14,2025-02-13,1,0,0,0,0,1,0,0,0,1,1,0,0,15
14,2025-02-12,1,1,1,1,1,1,1,1,1,3,3,3,1,56
14,2025-02-11,1,0,0,0,0,1,0,0,1,1,1,1,0,18
14,2025-02-10,1,1,1,1,1,1,1,1,1,3,3,3,1,56
14,2025-02-09,0,0,1,0,0,0,0,0,1,1,0,1,0,13
15,2025-03-10,0,1,0,0,0,0,1,1,0,1,0,2,0,16
15,2025-03-09,1,1,1,1,1,1,1,1,1,3,3,3,1,56
15,2025-03-08,0,0,0,0,0,1,0,0,0,0,1,0,0,5
15,2025-03-07,0,0,0,0,0,1,0,0,1,0,1,1,0,8
15,2025-03-06,1,0,0,1,1,0,0,1,0,1,2,1,0,23
15,2025-03-05,1,1,1,1,1,1,1,1,1,3,3,3,1,56
15,2025-03-04,0,0,1,0,1,1,1,0,0,1,2,1,0,23
15,2025-03-03,1,1,1,0,0,0,1,0,1,3,0,2,1,38
15,2025-03-02,1,1,1,1,1,1,1,1,1,3,3,3,2,58
15,2025-03-01,0,1,0,1,1,1,0,1,0,1,3,1,0,28
15,2025-02-28,1,0,0,0,0,0,0,0,0,1,0,0,0,10
15,2025-02-27,1,1,1,1,0,1,0,0,1,3,2,1,1,45
15,2025-02-26,0,0,1,0,0,1,0,0,0,1,1,0,0,15
15,2025-02-25,1,1,1,1,1,1,1,1,1,3,3,3,1,56
15,2025-02-24,1,0,0,0,0,1,0,0,0,1,1,0,0,15
15,2025-02-23,1,1,1,1,1,1,1,1,1,3,3,3,1,56
15,2025-02-22,1,0,0,0,0,0,0,0,1,1,0,1,0,13
15,2025-02-21,0,0,1,0,0,0,0,0,0,1,0,0,0,10
15,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,1,56
15,2025-02-19,1,1,1,1,1,1,1,1,1,3,3,3,2,58
15,2025-02-18,0,0,0,0,0,0,0,0,1,0,0,1,0,3
15,2025-02-17,1,1,1,1,1,1,1,1,1,3,3,3,1,56
15,2025-02-16,1,1,1,1,1,1,1,1,1,3,3,3,2,58
15,2025-02-15,1,0,0,0,0,0,0,0,0,1,0,0,0,10
15,2025-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2025-02-13,1,1,1,1,0,1,1,0,1,3,2,2,1,48
15,2025-02-12,0,0,0,0,0,0,0,0,1,0,0,1,0,3
15,2025-02-11,0,0,0,0,0,1,0,0,0,0,1,0,0,5
15,2025-02-10,1,1,1,1,1,1,1,1,1,3,3,3,1,56
15,2025-02-09,1,1,1,0,0,1,0,0,0,3,1,0,2,39
16,2025-03-10,1,1,1,1,0,0,0,0,0,3,1,0,1,37
16,2025-03-09,1,0,1,0,0,0,0,0,0,2,0,0,2,24
16,2025-03-08,1,0,0,0,0,0,0,0,0,1,0,0,0,10
16,2025-03-07,0,0,0,0,1,1,1,1,1,0,2,3,0,19
16,2025-03-06,0,0,1,0,0,1,0,0,0,1,1,0,0,15
16,2025-03-05,1,0,1,0,0,0,1,0,1,2,0,2,1,28
16,2025-03-04,1,1,1,1,1,1,1,1,1,3,3,3,2,58
16,2025-03-03,1,1,1,1,0,1,0,0,1,3,2,1,3,49
16,2025-03-02,0,0,1,0,1,1,1,1,0,1,2,2,0,26
16,2025-03-01,1,1,1,1,0,1,0,0,1,3,2,1,1,45
16,2025-02-28,0,0,0,1,1,0,1,1,1,0,2,3,0,19
16,2025-02-27,1,1,1,1,1,1,1,1,1,3,3,3,1,56
16,2025-02-26,1,0,1,0,0,1,1,0,1,2,1,2,2,35
16,2025-02-25,1,1,1,0,0,0,0,0,0,3,0,0,3,36
16,2025-02-24,1,0,1,1,0,1,0,0,1,2,2,1,4,41
16,2025-02-23,1,1,1,0,1,1,1,0,0,3,2,1,5,53
16,2025-02-22,1,0,1,0,0,1,0,0,0,2,1,0,6,37
16,2025-02-21,1,1,1,1,1,1,1,1,1,3,3,3,7,68
16,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,8,70
16,2025-02-19,1,1,1,1,1,1,1,1,1,3,3,3,9,72
16,2025-02-18,1,0,0,0,0,0,0,0,1,1,0,1,0,13
16,2025-02-17,0,0,0,0,0,1,0,0,1,0,1,1,0,8
16,2025-02-16,1,1,1,0,0,1,0,0,0,3,1,0,1,37
16,2025-02-15,1,0,1,0,0,0,1,0,0,2,0,1,2,27
16,2025-02-14,0,0,1,0,0,1,0,0,1,1,1,1,0,18
16,2025-02-13,1,1,1,1,1,1,1,1,1,3,3,3,1,56
16,2025-02-12,0,0,0,0,0,1,0,0,1,0,1,1,0,8
16,2025-02-11,1,1,1,0,0,0,0,0,1,3,0,1,1,35
16,2025-02-10,1,1,1,1,1,1,1,1,1,3,3,3,2,58
16,2025-02-09,1,1,1,1,0,1,1,1,0,3,2,2,3,52
17,2025-03-10,1,1,1,1,1,1,1,1,1,3,3,3,1,56
17,2025-03-09,1,0,0,0,0,0,0,0,1,1,0,1,0,13
17,2025-03-08,1,1,1,1,0,0,0,0,0,3,1,0,1,37
17,2025-03-07,1,1,1,1,1,1,1,1,0,3,3,2,2,55
17,2025-03-06,1,0,1,1,0,0,0,0,1,2,1,1,3,34
17,2025-03-05,1,0,1,0,0,1,1,0,0,2,1,1,4,36
17,2025-03-04,1,0,1,0,0,0,0,0,1,2,0,1,5,33
17,2025-03-03,1,1,1,1,1,1,1,1,1,3,3,3,6,66
17,2025-03-02,1,1,0,1,1,0,0,1,0,2,2,1,7,47
17,2025-03-01,1,1,1,1,1,1,1,1,1,3,3,3,8,70
17,2025-02-28,0,0,1,0,0,0,0,0,1,1,0,1,0,13
17,2025-02-27,1,1,1,1,0,1,0,0,1,3,2,1,1,45
17,2025-02-26,1,1,1,1,1,1,1,1,1,3,3,3,2,58
17,2025-02-25,1,1,1,1,1,1,0,1,0,3,3,1,3,54
17,2025-02-24,1,1,1,1,1,1,1,1,1,3,3,3,4,62
17,2025-02-23,1,1,1,1,1,1,1,1,1,3,3,3,5,64
17,2025-02-22,1,1,1,1,1,1,1,1,1,3,3,3,6,66
17,2025-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,1,56
17,2025-02-19,1,1,0,0,1,0,0,0,0,2,1,0,2,29
17,2025-02-18,0,0,1,0,0,1,0,0,0,1,1,0,0,15
17,2025-02-17,1,1,1,1,1,1,1,1,1,3,3,3,1,56
17,2025-02-16,1,1,1,1,1,1,1,1,1,3,3,3,2,58
17,2025-02-15,1,0,1,1,0,0,0,0,1,2,1,1,3,34
17,2025-02-14,1,0,1,0,0,1,1,0,1,2,1,2,4,39
17,2025-02-13,0,0,0,0,0,1,0,0,0,0,1,0,0,5
17,2025-02-12,0,0,1,0,0,0,0,0,0,1,0,0,0,10
17,2025-02-11,1,0,1,0,0,1,0,0,0,2,1,0,1,27
17,2025-02-10,1,1,1,0,0,1,1,1,0,3,1,2,2,45
17,2025-02-09,0,0,0,1,1,1,0,1,1,0,3,2,0,21
18,2025-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2025-03-09,1,1,1,1,0,1,0,0,0,3,2,0,1,42
18,2025-03-08,0,0,0,0,0,1,0,0,1,0,1,1,0,8
18,2025-03-07,1,1,1,1,1,1,1,1,1,3,3,3,1,56
18,2025-03-06,1,1,1,1,1,1,1,1,1,3,3,3,2,58
18,2025-03-05,1,0,1,1,0,0,1,0,1,2,1,2,3,37
18,2025-03-04,0,0,1,0,0,0,0,0,1,1,0,1,0,13
18,2025-03-03,1,0,1,1,0,1,1,0,0,2,2,1,1,35
18,2025-03-02,1,0,0,0,0,1,0,0,1,1,1,1,0,18
18,2025-03-01,1,1,1,1,1,1,0,0,1,3,3,1,1,50
18,2025-02-28,1,0,1,1,0,0,0,0,0,2,1,0,2,29
18,2025-02-27,0,0,1,0,0,1,0,0,0,1,1,0,0,15
18,2025-02-26,1,0,1,1,0,0,1,0,1,2,1,2,1,33
18,2025-02-25,1,0,0,1,1,0,1,1,1,1,2,3,0,29
18,2025-02-24,1,0,0,1,0,0,0,0,1,1,1,1,0,18
18,2025-02-23,1,1,1,1,1,1,1,1,1,3,3,3,1,56
18,2025-02-22,1,1,1,1,1,1,1,1,1,3,3,3,2,58
18,2025-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,1,56
18,2025-02-19,0,0,1,0,0,1,0,0,0,1,1,0,0,15
18,2025-02-18,1,1,1,0,0,1,0,0,0,3,1,0,1,37
18,2025-02-17,1,0,1,0,0,1,0,0,1,2,1,1,2,32
18,2025-02-16,0,0,1,0,1,1,0,1,1,1,2,2,0,26
18,2025-02-15,1,1,1,0,0,1,1,0,1,3,1,2,1,43
18,2025-02-14,0,1,0,0,1,1,1,0,0,1,2,1,0,23
18,2025-02-13,1,1,1,0,0,0,1,0,0,3,0,1,1,35
18,2025-02-12,0,1,0,1,0,1,1,0,0,1,2,1,0,23
18,2025-02-11,1,1,1,1,0,0,1,0,0,3,1,1,1,40
18,2025-02-10,1,0,1,0,0,1,1,0,0,2,1,1,2,32
18,2025-02-09,1,1,1,0,0,0,0,0,0,3,0,0,3,36
19,2025-03-10,1,1,1,1,0,0,1,0,1,3,1,2,1,43
19,2025-03-09,0,0,1,0,0,1,0,0,1,1,1,1,0,18
19,2025-03-08,1,0,0,1,1,1,1,1,0,1,3,2,0,31
19,2025-03-07,0,0,1,0,0,1,0,0,1,1,1,1,0,18
19,2025-03-06,1,0,0,0,0,0,0,0,0,1,0,0,0,10
19,2025-03-05,0,0,0,0,1,0,1,0,1,0,1,2,0,11
19,2025-03-04,1,1,1,0,0,1,0,0,1,3,1,1,1,40
19,2025-03-03,1,1,1,1,0,0,1,0,1,3,1,2,2,45
19,2025-03-02,1,1,1,1,1,1,1,1,1,3,3,3,3,60
19,2025-03-01,1,1,1,1,1,0,1,1,1,3,2,3,4,57
19,2025-02-28,1,1,1,1,1,1,1,1,1,3,3,3,5,64
19,2025-02-27,1,0,0,0,0,0,0,0,0,1,0,0,0,10
19,2025-02-26,1,1,1,1,0,0,1,0,0,3,1,1,1,40
19,2025-02-25,1,0,0,0,0,1,0,0,0,1,1,0,0,15
19,2025-02-24,1,1,1,1,0,1,0,0,0,3,2,0,1,42
19,2025-02-23,1,1,0,1,0,1,1,1,0,2,2,2,2,40
19,2025-02-22,1,1,0,0,0,1,1,1,0,2,1,2,3,37
19,2025-02-21,1,1,1,0,0,0,1,0,0,3,0,1,4,41
19,2025-02-20,1,0,1,1,0,1,1,0,1,2,2,2,5,46
19,2025-02-19,1,1,1,0,0,1,1,0,0,3,1,1,6,50
19,2025-02-18,1,1,1,1,1,1,1,1,1,3,3,3,7,68
19,2025-02-17,0,1,1,0,1,1,1,0,1,2,2,2,8,52
19,2025-02-16,1,1,1,1,1,1,1,1,1,3,3,3,9,72
19,2025-02-15,0,0,1,0,0,1,0,0,0,1,1,0,0,15
19,2025-02-14,1,1,1,1,1,1,1,1,1,3,3,3,1,56
19,2025-02-13,1,0,1,1,0,0,0,0,0,2,1,0,2,29
19,2025-02-12,1,0,0,0,0,1,0,0,1,1,1,1,0,18
19,2025-02-11,1,0,0,0,0,1,0,0,0,1,1,0,0,15
19,2025-02-10,1,0,0,0,0,0,0,0,0,1,0,0,0,10
19,2025-02-09,0,1,1,0,0,0,0,1,0,2,0,1,1,25
20,2025-03-10,1,1,1,0,0,1,0,0,0,3,1,0,1,37
20,2025-03-09,0,0,0,1,0,0,1,1,1,0,1,3,0,14
20,2025-03-08,1,0,1,1,0,0,1,0,1,2,1,2,1,33
20,2025-03-07,1,1,1,1,1,1,1,1,1,3,3,3,2,58
20,2025-03-06,1,0,0,0,0,0,0,1,1,1,0,2,0,16
20,2025-03-05,0,1,0,1,0,0,0,0,1,1,1,1,0,18
20,2025-03-04,1,1,1,1,0,0,1,0,1,3,1,2,1,43
20,2025-03-03,1,1,1,1,1,1,1,1,1,3,3,3,2,58
20,2025-03-02,1,1,1,0,0,1,0,0,1,3,1,1,3,44
20,2025-03-01,1,1,1,1,1,1,1,1,1,3,3,3,4,62
20,2025-02-28,1,1,1,1,1,1,1,1,1,3,3,3,5,64
20,2025-02-27,0,0,1,0,0,1,0,0,0,1,1,0,0,15
20,2025-02-26,0,1,0,1,0,0,1,0,1,1,1,2,0,21
20,2025-02-25,1,0,1,0,0,1,0,0,1,2,1,1,1,30
20,2025-02-24,1,1,1,1,1,1,1,1,1,3,3,3,2,58
20,2025-02-23,0,1,1,1,0,1,0,1,1,2,2,2,3,42
20,2025-02-22,1,0,1,0,0,1,1,0,1,2,1,2,4,39
20,2025-02-21,0,0,1,1,0,0,1,0,0,1,1,1,0,18
20,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,1,56
20,2025-02-19,1,1,1,1,0,1,1,0,0,3,2,1,2,47
20,2025-02-18,1,0,1,1,0,0,0,0,1,2,1,1,3,34
20,2025-02-17,0,0,0,0,0,1,0,0,1,0,1,1,0,8
20,2025-02-16,1,1,1,1,1,1,1,1,1,3,3,3,1,56
20,2025-02-15,0,0,1,1,1,1,1,1,0,1,3,2,0,31
20,2025-02-14,0,0,1,0,0,1,0,0,0,1,1,0,0,15
20,2025-02-13,0,0,1,1,1,1,0,1,1,1,3,2,0,31
20,2025-02-12,1,0,1,0,0,0,0,0,0,2,0,0,1,22
20,2025-02-11,0,0,1,0,0,0,1,1,1,1,0,3,0,19
20,2025-02-10,1,1,1,0,0,1,0,0,0,3,1,0,1,37
20,2025-02-09,1,0,1,1,0,1,1,0,1,2,2,2,2,40
21,2025-03-10,0,1,0,1,1,1,0,0,1,1,3,1,0,28
21,2025-03-09,1,1,1,1,1,1,1,1,1,3,3,3,1,56
21,2025-03-08,1,0,1,1,0,0,1,0,1,2,1,2,2,35
21,2025-03-07,0,0,0,0,0,0,0,0,1,0,0,1,0,3
21,2025-03-06,1,0,1,1,0,1,0,0,0,2,2,0,1,32
21,2025-03-05,0,0,1,0,1,0,1,1,1,1,1,3,0,24
21,2025-03-04,1,1,1,0,0,1,0,0,1,3,1,1,1,40
21,2025-03-03,1,1,1,1,1,1,1,1,1,3,3,3,2,58
21,2025-03-02,1,0,1,1,0,1,0,0,0,2,2,0,3,36
21,2025-03-01,1,0,1,1,0,1,0,0,1,2,2,1,4,41
21,2025-02-28,1,0,0,0,0,1,0,0,1,1,1,1,0,18
21,2025-02-27,0,0,1,0,0,0,0,0,0,1,0,0,0,10
21,2025-02-26,1,1,1,1,1,1,1,1,1,3,3,3,1,56
21,2025-02-25,1,0,1,1,0,0,0,0,0,2,1,0,2,29
21,2025-02-24,1,1,1,1,1,1,1,1,1,3,3,3,3,60
21,2025-02-23,1,1,1,1,1,1,1,1,1,3,3,3,4,62
21,2025-02-22,1,1,1,1,1,1,1,1,1,3,3,3,5,64
21,2025-02-21,0,1,0,0,0,1,0,0,1,1,1,1,0,18
21,2025-02-20,1,0,1,0,0,0,1,0,1,2,0,2,1,28
21,2025-02-19,0,0,1,1,0,1,1,1,1,1,2,3,0,29
21,2025-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2025-02-17,0,1,0,0,1,1,0,0,0,1,2,0,0,20
21,2025-02-16,1,1,1,1,1,1,1,1,1,3,3,3,1,56
21,2025-02-15,1,1,1,0,0,1,1,0,0,3,1,1,2,42
21,2025-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2025-02-13,1,1,1,0,0,1,0,0,0,3,1,0,1,37
21,2025-02-12,1,0,1,0,0,0,1,0,0,2,0,1,2,27
21,2025-02-11,1,0,0,0,0,0,0,0,0,1,0,0,0,10
21,2025-02-10,1,0,1,0,0,0,1,1,1,2,0,3,1,31
21,2025-02-09,0,0,1,0,0,0,0,0,1,1,0,1,0,13
22,2025-03-10,1,1,0,1,0,0,1,0,0,2,1,1,1,30
22,2025-03-09,1,1,1,1,1,1,1,1,1,3,3,3,2,58
22,2025-03-08,1,0,1,1,0,1,1,0,1,2,2,2,3,42
22,2025-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2025-03-06,1,1,1,0,0,0,0,0,0,3,0,0,1,32
22,2025-03-05,0,0,0,0,1,0,0,0,1,0,1,1,0,8
22,2025-03-04,1,1,1,1,0,1,0,0,1,3,2,1,1,45
22,2025-03-03,0,0,1,0,0,1,0,0,1,1,1,1,0,18
22,2025-03-02,1,1,1,1,1,1,1,1,1,3,3,3,1,56
22,2025-03-01,1,1,1,1,1,0,1,0,0,3,2,1,2,47
22,2025-02-28,1,0,0,0,0,0,0,0,0,1,0,0,0,10
22,2025-02-27,1,1,1,0,0,0,1,0,1,3,0,2,1,38
22,2025-02-26,0,0,0,0,0,1,0,0,0,0,1,0,0,5
22,2025-02-25,0,1,0,0,1,1,0,0,0,1,2,0,0,20
22,2025-02-24,1,1,1,1,1,1,1,1,1,3,3,3,1,56
22,2025-02-23,1,1,1,0,0,0,0,0,1,3,0,1,2,37
22,2025-02-22,1,0,0,1,0,0,0,0,0,1,1,0,0,15
22,2025-02-21,1,0,1,0,0,0,1,0,1,2,0,2,1,28
22,2025-02-20,1,1,1,0,0,1,1,0,0,3,1,1,2,42
22,2025-02-19,1,0,1,0,0,0,0,0,0,2,0,0,3,26
22,2025-02-18,1,1,1,1,1,1,1,1,1,3,3,3,4,62
22,2025-02-17,0,0,0,0,0,0,0,0,1,0,0,1,0,3
22,2025-02-16,1,0,0,0,0,0,0,0,0,1,0,0,0,10
22,2025-02-15,1,1,1,1,1,1,1,1,1,3,3,3,1,56
22,2025-02-14,0,0,0,0,0,0,1,0,0,0,0,1,0,3
22,2025-02-13,1,0,0,0,0,0,0,0,0,1,0,0,0,10
22,2025-02-12,1,1,0,1,1,0,1,1,1,2,2,3,1,41
22,2025-02-11,1,1,1,1,1,1,1,1,1,3,3,3,2,58
22,2025-02-10,1,0,1,0,0,1,1,0,0,2,1,1,3,34
22,2025-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2025-03-10,1,0,1,0,0,1,0,0,0,2,1,0,1,27
23,2025-03-09,0,0,0,0,0,1,0,0,1,0,1,1,0,8
23,2025-03-08,1,1,1,0,0,1,0,0,1,3,1,1,1,40
23,2025-03-07,1,1,1,1,1,1,1,1,1,3,3,3,2,58
23,2025-03-06,1,1,1,1,1,1,1,1,1,3,3,3,3,60
23,2025-03-05,1,1,1,1,1,1,1,1,1,3,3,3,4,62
23,2025-03-04,1,1,1,0,1,0,0,1,1,3,1,2,5,51
23,2025-03-03,1,1,1,1,1,1,1,1,1,3,3,3,6,66
23,2025-03-02,1,0,1,1,0,0,1,0,0,2,1,1,7,42
23,2025-03-01,1,1,1,1,0,0,0,0,0,3,1,0,8,51
23,2025-02-28,0,1,1,0,1,0,1,1,0,2,1,2,9,49
23,2025-02-27,1,1,1,1,0,0,1,1,0,3,1,2,10,61
23,2025-02-26,1,1,1,1,1,1,1,1,1,3,3,3,11,76
23,2025-02-25,0,0,0,1,0,1,0,0,0,0,2,0,0,10
23,2025-02-24,0,1,1,0,1,1,0,0,1,2,2,1,1,35
23,2025-02-23,1,0,1,0,0,1,0,0,1,2,1,1,2,32
23,2025-02-22,1,1,1,0,0,1,0,0,0,3,1,0,3,41
23,2025-02-21,0,0,1,0,0,1,0,0,0,1,1,0,0,15
23,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,1,56
23,2025-02-19,1,0,1,0,0,1,0,0,1,2,1,1,2,32
23,2025-02-18,0,1,1,1,1,1,1,1,1,2,3,3,3,50
23,2025-02-17,1,0,1,0,0,0,0,0,1,2,0,1,4,31
23,2025-02-16,1,1,1,1,1,1,1,1,1,3,3,3,5,64
23,2025-02-15,1,1,1,0,0,1,0,0,1,3,1,1,6,50
23,2025-02-14,1,0,0,0,0,1,0,0,0,1,1,0,0,15
23,2025-02-13,1,1,1,0,0,0,0,0,0,3,0,0,1,32
23,2025-02-12,1,0,1,0,0,1,1,0,1,2,1,2,2,35
23,2025-02-11,1,1,1,1,1,1,1,1,1,3,3,3,3,60
23,2025-02-10,1,0,0,0,0,0,0,0,0,1,0,0,0,10
23,2025-02-09,0,0,1,0,0,1,0,0,0,1,1,0,0,15
24,2025-03-10,0,1,1,0,1,0,1,1,1,2,1,3,1,36
24,2025-03-09,1,1,1,1,1,1,1,1,1,3,3,3,2,58
24,2025-03-08,1,1,1,1,0,0,1,0,1,3,1,2,3,47
24,2025-03-07,1,0,1,0,0,0,1,0,1,2,0,2,4,34
24,2025-03-06,1,0,0,0,0,0,0,0,1,1,0,1,0,13
24,2025-03-05,1,1,1,0,0,1,0,0,1,3,1,1,1,40
24,2025-03-04,1,0,0,0,0,1,0,0,1,1,1,1,0,18
24,2025-03-03,1,1,1,1,1,1,1,1,1,3,3,3,1,56
24,2025-03-02,0,0,0,0,0,1,0,0,0,0,1,0,0,5
24,2025-03-01,1,1,1,0,0,0,1,0,1,3,0,2,1,38
24,2025-02-28,0,1,1,0,0,1,0,0,0,2,1,0,2,29
24,2025-02-27,1,1,1,1,1,1,1,1,1,3,3,3,3,60
24,2025-02-26,1,1,1,1,1,1,1,1,1,3,3,3,4,62
24,2025-02-25,0,0,1,0,0,1,0,0,1,1,1,1,0,18
24,2025-02-24,1,0,1,1,0,0,0,1,1,2,1,2,1,33
24,2025-02-23,1,0,1,0,0,0,1,0,1,2,0,2,2,30
24,2025-02-22,0,0,1,0,0,1,0,0,0,1,1,0,0,15
24,2025-02-21,1,0,1,1,0,0,1,0,1,2,1,2,1,33
24,2025-02-20,1,1,1,1,1,1,1,1,1,3,3,3,2,58
24,2025-02-19,1,1,1,0,0,0,1,0,0,3,0,1,3,39
24,2025-02-18,1,0,1,0,0,1,0,0,1,2,1,1,4,36
24,2025-02-17,1,1,1,1,1,1,1,1,1,3,3,3,5,64
24,2025-02-16,1,1,1,1,1,1,1,1,1,3,3,3,6,66
24,2025-02-15,1,1,1,1,0,0,0,0,0,3,1,0,7,49
24,2025-02-14,0,0,1,0,0,1,0,0,0,1,1,0,0,15
24,2025-02-13,1,1,1,1,1,1,1,1,1,3,3,3,1,56
24,2025-02-12,1,0,0,0,0,1,0,0,1,1,1,1,0,18
24,2025-02-11,1,0,1,0,0,1,0,0,0,2,1,0,1,27
24,2025-02-10,1,0,1,1,0,1,1,0,0,2,2,1,2,37
24,2025-02-09,1,1,0,1,1,1,0,1,1,2,3,2,3,47
25,2025-03-10,0,1,0,1,1,1,0,1,0,1,3,1,0,28
25,2025-03-09,1,0,0,0,0,1,0,0,0,1,1,0,0,15
25,2025-03-08,0,0,1,0,0,0,0,0,0,1,0,0,0,10
25,2025-03-07,1,0,0,0,0,1,0,0,1,1,1,1,0,18
25,2025-03-06,0,0,1,0,0,0,0,0,1,1,0,1,0,13
25,2025-03-05,0,1,0,0,0,0,0,1,1,1,0,2,0,16
25,2025-03-04,1,0,1,0,0,0,0,0,0,2,0,0,1,22
25,2025-03-03,1,1,1,1,1,1,1,1,1,3,3,3,2,58
25,2025-03-02,0,1,1,1,0,1,0,0,0,2,2,0,3,36
25,2025-03-01,1,0,1,0,0,0,1,0,1,2,0,2,4,34
25,2025-02-28,1,1,0,1,1,0,1,0,1,2,2,2,5,46
25,2025-02-27,1,0,1,0,0,1,1,0,0,2,1,1,6,40
25,2025-02-26,1,1,1,1,1,1,1,1,1,3,3,3,7,68
25,2025-02-25,1,1,1,1,1,1,1,1,1,3,3,3,8,70
25,2025-02-24,0,0,1,0,0,1,0,0,0,1,1,0,0,15
25,2025-02-23,1,1,1,1,1,1,1,1,1,3,3,3,1,56
25,2025-02-22,0,0,1,0,0,1,0,0,0,1,1,0,0,15
25,2025-02-21,0,1,1,1,0,1,1,1,1,2,2,3,1,41
25,2025-02-20,1,1,1,0,0,0,0,0,0,3,0,0,2,34
25,2025-02-19,1,0,0,0,0,1,0,0,1,1,1,1,0,18
25,2025-02-18,1,0,0,0,0,1,0,0,1,1,1,1,0,18
25,2025-02-17,1,1,1,1,0,1,1,0,1,3,2,2,1,48
25,2025-02-16,1,0,1,0,0,0,1,0,0,2,0,1,2,27
25,2025-02-15,0,0,0,0,0,1,0,1,1,0,1,2,0,11
25,2025-02-14,1,1,0,1,1,0,1,0,0,2,2,1,1,35
25,2025-02-13,1,1,1,1,1,1,1,1,1,3,3,3,2,58
25,2025-02-12,1,1,1,1,0,1,0,0,0,3,2,0,3,46
25,2025-02-11,0,0,1,0,0,0,0,0,1,1,0,1,0,13
